title,min_val,max_val,currency,link,site,employer,city
Водитель автобуса (категория D),70000,120000,руб.,https://hh.ru/vacancy/49431751?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО НьюМоскоуБас,Москва
Водитель категории С,80000,110000,руб.,https://hh.ru/vacancy/49905194?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Добровоз,"Москва, Марксистская и еще 1 "
"Водитель-экспедитор категории В, С (на автомобиле работодателя)",80000,120000,руб.,https://hh.ru/vacancy/47314718?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ГК АВТОРУСЬ,"Москва, Теплый Стан и еще 1 "
Водитель-Курьер с автомобилем (свободный график),,130000,руб.,https://hh.ru/vacancy/49150994?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Курьерист,Москва
Водитель выходного дня,75000,,руб.,https://hh.ru/vacancy/49724831?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Волга 24,Москва
Водитель-экспедитор,85000,90000,руб.,https://hh.ru/vacancy/49450497?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Андоба пресс,Москва
Водитель-экспедитор со своим автомобилем от 990 кг,160000,200000,руб.,https://hh.ru/vacancy/49900659?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ТД Дельта,"Москва, Полежаевская"
Водитель-курьер на личном автомобиле,149000,149000,руб.,https://hh.ru/vacancy/49515596?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Юду,Москва
Водитель эвакуатора (категория B),75000,100000,руб.,https://hh.ru/vacancy/49177239?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Полёт,Москва
Водитель штатный,75000,140000,руб.,https://hh.ru/vacancy/48592733?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,G M A COMPANY,"Москва, Семеновская и еще 3 "
Водитель категории С,65000,200000,руб.,https://hh.ru/vacancy/49708756?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ЭКСПРЕСС,Москва
Водитель-экспедитор категории В,80000,120000,руб.,https://hh.ru/vacancy/49454376?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Курьер,Москва
Водитель-курьер,95000,,руб.,https://hh.ru/vacancy/49392352?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Кравченко Павел Викторович,Москва
Водитель-экспедитор с личным грузовым автомобилем,300000,,руб.,https://hh.ru/vacancy/49941649?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО АвтоГрупп,"Москва, Нахимовский проспект и еще 1 "
Водитель-экспедитор (категории Е),110000,,руб.,https://hh.ru/vacancy/48515625?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО РД Транспорт,Москва
Водитель-экспедитор на Газель 6м,80000,,руб.,https://hh.ru/vacancy/49822601?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Ширманов И.Н,Москва
Водитель (категория D),85000,85000,руб.,https://hh.ru/vacancy/46405248?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ГКУ города Москвы Центр занятости населения города Москвы,Москва
Водитель-экспедитор/Водитель-курьер (Восток),120000,160000,руб.,https://hh.ru/vacancy/47198970?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Работут,Москва
Водитель со своим автомобилем,120000,,руб.,https://hh.ru/vacancy/44279840?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ЕВРОАВТО,"Москва, Беломорская и еще 3 "
Курьер-водитель,70000,120000,руб.,https://hh.ru/vacancy/49878454?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Вefit,Москва
Водитель-экспедитор автомобиля со своим автомобилем,70000,90000,руб.,https://hh.ru/vacancy/49863692?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Медмаркет,Москва
Водитель-курьер на автомобиль компании Озон,70000,120000,руб.,https://hh.ru/vacancy/48991367?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО НАОМИ ТАЙ СПА,Москва
Водитель-экспедитор,80000,,руб.,https://hh.ru/vacancy/49830550?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Староверов Николай Александрович,Москва
Водитель грузового автомобиля,180000,,руб.,https://hh.ru/vacancy/49920207?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Кронос,Москва
"Водитель, категория Е",100000,150000,руб.,https://hh.ru/vacancy/49831211?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ТрансСтройФинанс,Москва
Водитель на служебном легковом автомобиле,90000,110000,руб.,https://hh.ru/vacancy/49831885?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Эджайл,"Москва, Сокольники"
Водитель-экспедитор,80000,120000,руб.,https://hh.ru/vacancy/49919375?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО МС Логистик,"Москва, Теплый Стан"
Водитель курьер с личным автомобилем,80000,100000,руб.,https://hh.ru/vacancy/49208372?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Доставка Про,Москва
Водитель категории Е,65000,100000,руб.,https://hh.ru/vacancy/49878446?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Молчанов Григорий Юрьевич,Москва
"Водитель-экспедитор по доставке нестандартных грузов (категории B, С)",82960,101726,руб.,https://hh.ru/vacancy/49863643?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,DHL Express,"Москва, Динамо"
Водитель-экспедитор в сервисный центр на личном автомобиле,90000,170000,руб.,https://hh.ru/vacancy/49590437?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Шарихин Павел,Москва
Водитель-экспедитор,80000,108500,руб.,https://hh.ru/vacancy/45840460?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,АО Лабквест,Москва
Водитель-экспедитор категории С,80000,120000,руб.,https://hh.ru/vacancy/49723648?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ТК МОБИЛЬНЫЕ МОТОРЫ,"Москва, Нахабино"
Водитель-экспедитор / курьер,82960,106891,руб.,https://hh.ru/vacancy/49637688?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,DHL Express,"Москва, Угрешская"
Водитель курьер на личном автомобиле,80000,100000,руб.,https://hh.ru/vacancy/49702667?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Доставка Про,Москва
Водитель-экспедитор (адресная доставка),75000,105000,руб.,https://hh.ru/vacancy/48642609?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"Компания «СПОРТМАСТЕР», Логистика","Москва, Полежаевская"
Водитель-экспедитор категории В,95000,125000,руб.,https://hh.ru/vacancy/49901614?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Автофлот-Столица,"Москва, Беломорская и еще 3 "
Водитель-курьер на автомобиле компании,66000,78000,руб.,https://hh.ru/vacancy/49011685?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Старик и море,Москва
Водитель-экспедитор с личным грузовым транспортом,150000,200000,руб.,https://hh.ru/vacancy/49197955?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ЕВРАЗИЯ Лоджистик,Москва
Водитель-экспедитор с личным автомобилем в кофейную компанию,80000,,руб.,https://hh.ru/vacancy/49683021?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО КАРИБИАН,Москва
Водитель категории Е,93000,124000,руб.,https://hh.ru/vacancy/43494133?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Деловые Линии,Москва
Водитель категории E,100000,170000,руб.,https://hh.ru/vacancy/47069883?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Транзит,Москва
Водитель на личном/на автомобиле компании,60000,80000,руб.,https://hh.ru/vacancy/48704748?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Арт Трейд,Москва
Водитель-экспедитор,,120000,руб.,https://hh.ru/vacancy/49862324?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Газзачас,"Москва, Печатники"
Водитель автомобиля легкового,54000,98000,руб.,https://hh.ru/vacancy/48736912?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,1 ОБП УВО по ЦАО ФГКУ УВО ВНГ России по г. Москве,Москва
Водитель на Газель 6 метров,80000,,руб.,https://hh.ru/vacancy/49937323?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Староверов Николай Александрович,Москва
Водитель экспедитор с личным автомобилем (до 1 тонны),130000,195000,руб.,https://hh.ru/vacancy/48119924?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО БЕРГ Холдинг,"Москва, Бульвар Адмирала Ушакова и еще 2 "
Водитель с грузовым автомобилем,150000,,руб.,https://hh.ru/vacancy/49957793?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ТК Логика,Москва
Водитель категории Е (Межгород),100000,150000,руб.,https://hh.ru/vacancy/49207208?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Группа компаний VEZU,Москва
Водитель-экспедитор категория C,114000,,руб.,https://hh.ru/vacancy/48806330?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Курьер Сервис Экспресс,Москва
Водитель-экспедитор,80000,200000,руб.,https://hh.ru/vacancy/49925355?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Система Р,Москва
Водитель со своим автомобилем,150000,250000,руб.,https://hh.ru/vacancy/49950365?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ЛГС ТРАНСПОРТ,"Москва, Выхино и еще 2 "
Водитель-экспедитор категории С,75000,75000,руб.,https://hh.ru/vacancy/49127293?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,МЕГА ПРОФИ,Москва
"Водитель-экспедитор В, C, Е",80000,120000,руб.,https://hh.ru/vacancy/49229649?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО РефЗаказ,"Москва, Семеновская и еще 1 "
Водитель автомобиля персональный,70000,80000,руб.,https://hh.ru/vacancy/47033145?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"Организатор перевозок, Государственное казенное учреждение города Москвы","Москва, Цветной бульвар"
Водитель на легковой автомобиль,40000,,руб.,https://hh.ru/vacancy/49707501?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Транспортные Системы,Москва
Водитель-экспедитор (ВАХТА),,150000,руб.,https://hh.ru/vacancy/49862189?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Газзачас,"Москва, Печатники"
Водитель-экспедитор категории B,60000,120000,руб.,https://hh.ru/vacancy/49390100?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО РТЭ,"Москва, Котельники"
Водитель-экспедитор на автомобиле компании,100000,,руб.,https://hh.ru/vacancy/48799102?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Перекресток Впрок,Москва
Водитель-экспедитор (Курьер),82960,101726,руб.,https://hh.ru/vacancy/49839433?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,DHL Express,"Москва, Динамо"
Водитель-курьер,,120000,руб.,https://hh.ru/vacancy/49885259?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО АРЕНДА КОМ,"Москва, Минская"
Водитель категории С,180000,,руб.,https://hh.ru/vacancy/49919984?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Кронос,Москва
Водитель со своим грузовым автомобилем,125000,145000,руб.,https://hh.ru/vacancy/48687771?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО СТРИТ ЛОГИСТИК,"Москва, Алма-Атинская"
Водитель-экспедитор на Газель,80000,,руб.,https://hh.ru/vacancy/49823644?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Ширманов И.Н,Москва
"Водитель - категория ""В"", ""Е""",80000,100000,руб.,https://hh.ru/vacancy/49930010?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Нефтегазстрой,Москва
Водитель с личным грузовым автомобилем 1-2 тонны,230000,,руб.,https://hh.ru/vacancy/46445396?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ДАМТРАНС,"Москва, Кутузовская"
"Водитель категории ""С и Е"" (контейнеровоз)",100000,150000,руб.,https://hh.ru/vacancy/49671984?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ТФЛ,"Москва, Автозаводская"
Водитель-курьер на личном автомобиле,90000,150000,руб.,https://hh.ru/vacancy/49509373?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,WineStyle,"Москва, Текстильщики"
"Водитель-экспедитор на своем автомобиле (до 2,5 тонн)",180000,,руб.,https://hh.ru/vacancy/48990917?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Группа компаний VEZU,"Москва, Котельники"
Водитель категории В,65000,110000,руб.,https://hh.ru/vacancy/35754485?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Эджайл,"Москва, Локомотив и еще 1 "
Водитель-экспедитор,110000,,руб.,https://hh.ru/vacancy/49276620?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Сервисмаркет,"Москва, Беговая"
Водитель-курьер,90000,120000,руб.,https://hh.ru/vacancy/49892337?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,JCat.ru,"Москва, Дмитровская"
Водитель-экспедитор с личным автомобилем 5 тонн,200000,,руб.,https://hh.ru/vacancy/49572297?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Русская Чайная Компания,"Москва, Новопеределкино и еще 2 "
Водитель-экспедитор,,120000,руб.,https://hh.ru/vacancy/49516875?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ЭрСиСи (Returnable Container Company),Москва
Водитель-экспедитор,75000,,руб.,https://hh.ru/vacancy/49150505?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Ла Маре,Москва
Водитель-курьер,90000,,руб.,https://hh.ru/vacancy/49666357?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Перспектива,"Москва, Тульская"
Водитель с личным автомобилем (минивэн / микроавтобус),70000,100000,руб.,https://hh.ru/vacancy/49562487?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,КиндерФото,"Москва, Бульвар Рокоссовского и еще 2 "
Водитель-экспедитор (категория В),60000,,руб.,https://hh.ru/vacancy/49912498?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Lege Alto,Москва
Водитель выходного дня,60000,100000,руб.,https://hh.ru/vacancy/49689534?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Волга 24,Москва
Водитель автомобиля,70000,,руб.,https://hh.ru/vacancy/44012466?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Агентство ЛУКОМ-А,Москва
Водитель - перегонщик,54000,54000,руб.,https://hh.ru/vacancy/49348144?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ЛК ТРЕЙДИНГ ТРАНЗИТ,Москва
